date,红利低波,纳指,创业板,黄金
2025-12-15,1.179,1.415,1.91,9.191
2025-12-16,1.171,1.392,1.856,9.125
2025-12-17,1.168,1.408,1.884,9.189
2025-12-18,1.176,1.39,1.889,9.206
2025-12-19,1.184,1.409,1.902,9.184
2025-12-22,1.175,1.439,1.924,9.318
2025-12-23,1.177,1.436,1.948,9.543
2025-12-24,1.173,1.434,1.943,9.529
2025-12-25,1.178,1.425,1.949,9.432
2025-12-26,1.175,1.429,1.958,9.52
2025-12-29,1.174,1.412,1.958,9.536
2025-12-30,1.174,1.408,1.951,9.272
2025-12-31,1.177,1.411,1.944,9.205
2026-01-05,1.173,1.425,1.983,9.347
2026-01-06,1.173,1.429,1.994,9.47
2026-01-07,1.171,1.428,2.021,9.471
2026-01-08,1.163,1.423,2.008,9.414
2026-01-09,1.159,1.418,2.004,9.443
2026-01-12,1.159,1.417,2.039,9.662
2026-01-13,1.171,1.408,2.036,9.691
2026-01-14,1.165,1.412,2.059,9.748
2026-01-15,1.155,1.405,2.009,9.708
2026-01-16,1.146,1.408,2.039,9.715
2026-01-19,1.143,1.397,2.022,9.858
2026-01-20,1.156,1.393,1.985,9.876
2026-01-21,1.155,1.384,2.004,10.229
2026-01-22,1.154,1.408,1.987,10.133
2026-01-23,1.149,1.406,2.014,10.464
2026-01-26,1.154,1.392,2.014,10.754
2026-01-27,1.154,1.4,2.018,10.739
2026-01-28,1.154,1.414,2.018,11.094
2026-01-29,1.157,1.409,2.012,11.714
2026-01-30,1.167,1.398,2.017,11.006
2026-02-02,1.164,1.374,2.005,9.952
2026-02-03,1.146,1.381,1.993,10.05
2026-02-04,1.16,1.369,1.981,10.683
2026-02-05,1.174,1.361,1.966,10.294
2026-02-06,1.177,1.346,1.988,10.196
2026-02-09,1.178,1.368,2.02,10.587
2026-02-10,1.184,1.373,2.016,10.546
2026-02-11,1.186,1.37,1.992,10.611
2026-02-12,1.179,1.369,2.013,10.602
2026-02-13,1.171,1.354,1.998,10.448
2026-02-24,1.174,1.349,2.02,10.851
2026-02-25,1.179,1.358,2.031,10.817
2026-02-26,1.167,1.362,2.024,10.786
2026-02-27,1.17,1.35,1.996,10.789
2026-03-02,1.181,1.34,1.988,11.174
2026-03-03,1.202,1.338,1.983,11.227
2026-03-04,1.175,1.32,1.912,10.877
2026-03-05,1.183,1.339,1.962,10.873
2026-03-06,1.181,1.339,1.964,10.794
2026-03-09,1.189,1.305,1.908,10.733
2026-03-10,1.182,1.332,1.991,10.82
2026-03-11,1.186,1.339,2.036,10.866
2026-03-12,1.198,1.327,1.996,10.787
2026-03-13,1.209,1.319,2.01,10.716
2026-03-16,1.209,1.313,2.009,10.525
2026-03-17,1.209,1.325,2.022,10.542
2026-03-18,1.199,1.331,2.003,10.464
2026-03-19,1.204,1.316,2.024,10.21
2026-03-20,1.208,1.308,2.067,9.945
2026-03-23,1.167,1.26,1.982,9.134
2026-03-24,1.174,1.267,1.945,9.111
2026-03-25,1.186,1.286,1.995,9.592
2026-03-26,1.189,1.286,2.008,9.448
2026-03-27,1.18,1.267,1.998,9.31
2026-03-30,1.19,1.254,1.985,9.492
2026-03-31,1.2,1.25,1.939,9.598
2026-04-01,1.202,1.286,1.953,9.814
2026-04-02,1.201,1.287,1.933,9.81
2026-04-03,1.187,1.289,1.918,9.707
2026-04-07,1.181,1.286,1.901,9.702
2026-04-08,1.182,1.333,2.007,9.965
2026-04-09,1.182,1.337,2.013,9.795
2026-04-10,1.183,1.354,2.065,9.864
2026-04-13,1.175,1.335,2.099,9.792
2026-04-14,1.176,1.358,2.151,9.874
2026-04-15,1.186,1.383,2.151,10.587
2026-04-16,1.187,1.407,2.188,10.578
2026-04-17,1.186,1.401,2.216,10.529
2026-04-20,1.187,1.408,2.229,10.522
2026-04-21,1.198,1.399,2.21,10.525
2026-04-22,1.193,1.399,2.258,10.482
2026-04-23,1.196,1.41,2.239,10.366
2026-04-24,1.198,1.415,2.209,10.307
2026-04-27,1.191,1.443,2.226,10.378
2026-04-28,1.186,1.458,2.208,10.296
2026-04-29,1.192,1.451,2.238,10.136
2026-04-30,1.188,1.462,2.24,10.075
2026-05-06,1.178,1.495,2.311,10.221
